Id,CompanyName,LegalName,OrgType,Scale,Address,City,State,Country,Pincode,Lat,Lng,Website,Email,Phone,PAN,CIN,GST,DUNS,IndustryDomain,IndustrySubdomain,CoreExpertise
1634,SRI KALISWARI FIREWORKS PRIVATE LIMITED,,,,"5A, CHAIRMAN,   A.SHUNMUGA NADAR ROAD,, SIVAKASI,,Tamil Nadu,626123-India",,Tamil Nadu,,626123,,,,,,,,,,,,
1635,P D SCIENTIFIC INDUSTRIES PRIVATE LIMITED,,,,"FLAT NO. 302 4/276 B SHRISHTI APPARTMENTS   PARWATI BAGLA ROAD,KANPUR,Kanpur,Uttar Pradesh,208002-India",,Uttar Pradesh,,208002,,,,,,,,,,,,
1636,GANESH EXPLOSIVES PRIVATE LIMITED,,,,"152/4/1, RAJPUR ROAD,DEHRADHUN,Dehradun,Uttarakhand,248001-India",,Uttarakhand,,248001,,,,,,,,,,,,
1637,INTEGRATED FIRE PROTECTION PVT LTD,,,,"60A, MADAN MOHAN MALABYA SARANI   (CHAKRABERIA ROAD NORTH),KOLKATA,West Bengal,700020-India",,West Bengal,,700020,,,,,,,,,,,,
1638,ATUL LUBRICANTS PRIVATE LIMITED,,,,"PLOT NO. W-25, T.T.C. INDUSTRIAL AREA   MIDC, KHAIRNE,NAVI MUMBAI,Thane,Maharashtra,400705-India",,Maharashtra,,400705,,,,,,,,,,,,
1639,ARMACELL INDIA PRIVATE LIMITED,,,,"GAT NO. 744 AND 745, VILLAGE - LONIKHAND   PUNE - NAGAR ROAD,,PUNE,Maharashtra,412216-India",,Maharashtra,,412216,,,,,,,,,,,,
1640,HNTI LIMITED,,,,"A3, 1ST MAIN ROAD   AMBATTUR INDUSTRIAL ESTATE,CHENNAI,Chennai,Tamil Nadu,600058-India",,Tamil Nadu,,600058,,,,,,,,,,,,
1641,FLONEX OIL TECHNOLOGIES PRIVATE LIMITED,,,,"Plot No. 67 Sector 3   Transport Nagar,Agra,Agra,Uttar Pradesh,282007-India",,Uttar Pradesh,,282007,,,,,6397208205,,,,,,,
1642,HELIX CHEMICALS PRIVATE LIMITED,,,,"1162   PURBA SINTH ROAD,DUM DUM,Parganas North,West Bengal,700030-India",,West Bengal,,700030,,,,,,,,,,,,
1643,POSITIVE METERING PUMPS (INDIA) PRIVATE LIMITED,,,,"PL NO M-8,   MIDC AMBAD,,Nashik,Nashik,Maharashtra,422010-India",,Maharashtra,,422010,,,,,,,,,,,,
1644,SIGMA-PI POWER SOURCES PRIVATE LIMITED,,,,"NEW NO30,(OLD NO.1), EAST AVENUE B 103KESHAV DUGAR   KESAVAPERUMALPURAM,R A PURAM CHENNAI-600 028.,Tamil Nadu,600028-India",,Tamil Nadu,,600028,,,,,,,,,,,,
1645,GUARDIAN ANTICORROSIVES PRIVATE LIMITED,,,,"8, RAJAJI II STREET, WEST LAKEAREA, NUNGAMBAKKAM,   MADRAS-600034.,MADRAS-600034.,Tamil Nadu,000000-India",,Tamil Nadu,,0,,,,,,,,,,,,
1646,HARIRAM CHEMICALS PRIVATE LIMITED,,,,"69, A S K THANGIAH NAGAR RD.,SIVAKASI.   TAMILNADU,TAMILNADU,Tamil Nadu,626123-India",,Tamil Nadu,,626123,,,,,,,,,,,,
1647,DEEPKAMAL CHEMICALS PRIVATE LIMITED,,,,"30,NEWNO:21,2 ND MAIN ROADKOTTUR GARDENS   CHENNAI-85,CHENNAI-85,Tamil Nadu,600085-India",,Tamil Nadu,,600085,,,,,,,,,,,,
1648,TAGROS CHEMICALS INDIA PRIVATE LIMITED,,,,"TAGROSHOUSE,4THFLOOR,No.4(OLD10),CLUBHOUSEROAD,ANNASALAI,CHENNAI,Tamil Nadu,600002-India",,Tamil Nadu,,600002,,,,,414223937,,,,,,,
1649,PORE SEALS INDIA PRIVATE LIMITED,,,,"308-B, NEHRU NAGAR,PERUNGUDI, CHENNAI-600 096.   PERUNGUDI, CHENNAI-600 096.,PERUNGUDI, CHENNAI-600 096.,Tamil Nadu,600096-India",,Tamil Nadu,,600096,,,,,,,,,,,,
1650,CG ADHESIVE PRODUCTS LIMITED,,,,"215 GDDIDC IND  ESTATEKUNDAIM,GOA,North Goa,Goa,403115-India",,Goa,,403115,,,,,,,,,,,,
1651,METLOK PRIVATE LIMITED,,,,"Plot No 265A, Road No 6, Rajapura Village   Jigani Link Road, KIADB Industrial Area,Bommasandra,Bangalore,Karnataka,560105-India",,Karnataka,,560105,,,,,,,,,,,,
1652,LORD INDIA PRIVATE LIMITED,,,,"Plot No. 26,M I D C, Satpur, Nashik,Nashik,Nashik,Maharashtra,422001-India",,Maharashtra,,422001,,,,,,,,,,,,
1653,INMARCO INDUSTRIES PRIVATE LIMITED,,,,"257,Sanjay Building No5-B,Mittal Industrial estate   Andheri-Kurla Road, Andheri (East),,MUMBAI,Maharashtra,400059-India",,Maharashtra,,400059,,,,,,,,,,,,
1654,MNM COMPOSITES PRIVATE LIMITED,,,,"Unit No 3032, Bhandup Industrial Estate Co-op Soc   Pannalal Compound, Bhandup (West),Mumbai,Mumbai City,Maharashtra,400078-India",,Maharashtra,,400078,,,,,,,,,,,,
1655,ANABOND LTD,,,,"Type II, 36, Dr. V.S.I. Estate,   Thiruvanmiyur,,Chennai,Tamil Nadu,600041-India",,Tamil Nadu,,600041,,,,,,,,,,,,
1656,MONARCH INDUSTRIAL PRODUCTS INDIA PRIVATE LIMITED,,,,"2/141/5/4,PERIYAKULAM MAIN ROAD   UNJAMPATTI VILLAGE, ANNANJI POST,THENI,Theni,Tamil Nadu,625531-India",,Tamil Nadu,,625531,,,,,,,,,,,,
1657,ZCHEM SPECIALITIES PRIVATE LIMITED,,,,"Sy. No 11/2/6, Puradapalya Village,   Tavarekere Hobli,,Bangalore,Bangalore,Karnataka,562130-India",,Karnataka,,562130,,,,,,,,,,,,
1658,RBP TECHNOLOGY (INDIA) PRIVATE LIMITED,,,,"FLATNO.101,FLRNO.1,BLDGSHREE,PLOTNO.18-C,PUSHTIKARSOCIETY,STATIONROAD,JOGESHWAR,I WEST,MUMBAI,Mumbai City,Maharashtra,400102-India",,Maharashtra,,400102,,,,,,,,,,,,
1659,BIOTECH INTERNATIONAL LIMITED,,,,"VIPPS CENTRE, 2LSC,   BLOCK EFGH, MASJID MOTH, GK-II,NEW DELHI,Delhi,110048-India",,Delhi,,110048,,,,,,,,,,,,
1660,APACHE LABS PRIVATE LIMITED,,,,"Plot -126, First Floor, Sector -6   IMT, Manesar,Gurgaon,Gurgaon,Haryana,122050-India",,Haryana,,122050,,,,,,,,,,,,
1661,PANDIAN CHEMICALS LIMITED,,,,"17A,VALLABHAI ROAD,CHOKKIKULAM,   MADURAI DT.,MADURAI DT,Tamil Nadu,625002-India",,Tamil Nadu,,625002,,,,,,,,,,,,
1662,SALTS AND CHEMICALS PVT LTD,,,,"SUGANDHACHUCHRA   HOOGHLY,HOOGHLY,West Bengal,712102-India",,West Bengal,,712102,,,https://saltsandchemicals.com,,3368202611,,,,,,,
1663,HAL OFFSHORE LIMITED,,,,"A-32, Site-IV, Industrial Area,   Sahibabad,, Ghaziabad, Ghaziabad, Uttar Pradesh, India201010,Sahibabad, Ghaziabad, Uttar Pradesh- 201010, India,Ghaziabad,Ghaziabad,Uttar Pradesh,201010-India",,Uttar Pradesh,,201010,,,,,,,,,,,,
1664,SHREE POLYMERS PRIVATE LIMITED,,,,"3007 SAINI MARKET, 4TH FLOOR   BAHADUR GARH ROAD,DELHI,Delhi,110006-India",,Delhi,,110006,,,,,,,,,,,,
1665,FAIRDEAL TECHNOLOGIES PRIVATE LIMITED,,,,"CB-346, 2ND FLOOR   RING ROAD, NARAINA,NEW DELHI,Delhi,110028-India",,Delhi,,110028,,,,,,,,,,,,
1666,SIMALIN CHEMICAL INDUSTRIES PRIVATE LIMITED,,,,"13, G.I.D.C Industrial Estate,   P.O. Nandesari,Nandesari,Vadodara,Gujarat,391340-India",,Gujarat,,391340,,,,,,,,,,,,
1667,BANKE BEHARI CHEMICALS PRIVATE LIMITED,,,,"FLAT NO 305 BUILDING NO. 7 SHANTIPARK APPARTMENTS   JAYA NAGAR 9TH BLOCK,BANGALORE,Karnataka,560069-India",,Karnataka,,560069,,,,,,,,,,,,
1668,LABSUPPLIES INDIA PRIVATE LIMITED,,,,"B-81, Rajajinagar Industrial Estate,   West of Chord Road, Rajainagar,Bangalore,Bangalore,Karnataka,560044-India",,Karnataka,,560044,,,,,,,,,,,,
1669,STEIN SEAL COMPANY (INDIA) PRIVATE LIMITED,,,,"Sy. No.:11,Lakshmanapura Village,(Next to Sompura   Industrial Area 2nd Stage), Thyamagondlu, Hobli,,Bangalore Rural,Bangalore Rural,Karnataka,562132-India",,Karnataka,,562132,,,,,,,,,,,,
1670,INDIAN CHEMICAL COUNCIL,,,,"Floor-6, Plot No-16, Vithaldas Chamber,   Mumbai Samachar Marg, Fort,,Mumbai,Mumbai City,Maharashtra,400001-India",,Maharashtra,,400001,,,,,,,,,,,,
1671,ANMOL COLORANTS GLOBAL PRIVATE LIMITED,,,,"Unit No. 910, 9th Floor   Sureshwari Techno IT Park Premises Co-op, Soc Ltd,Borivali West,Mumbai City,Maharashtra,400092-India",,Maharashtra,,400092,,,,,,,,,,,,
1672,SK FORMULATIONS INDIA PRIVATE LIMITED,,,,"R-406, TTC INDUSTRIAL AREA, MIDC,   THANE- BELAPUR ROAD, RABALE, NAVI MUMBAI,,,THANE,Maharashtra,400700-India",,Maharashtra,,400700,,,,,,,,,,,,
1673,YALE SYNTHLUBE INDUSTRIES PRIVATE LIMITED,,,,"T-5/4, WORLD TRADE CENTRE,   CUFFE PARADE, COLABA,,MUMBAI,Mumbai City,Maharashtra,400005-India",,Maharashtra,,400005,,,,,,,,,,,,
1674,CHOKSEY CHEMICALS (INDIA) PRIVATE LIMITED,,,,"Plot No.3, MIDC Industrial Area,   Taloja, Raigad, Panvel,,Mumbai,Mumbai City,Maharashtra,410208-India",,Maharashtra,,410208,,,www.chokseychem.com,,9769469583,,,,,,,
1675,SUN ULTRA TECHNOLOGIES PRIVATE LIMITED,,,,"MAHARAJPURA INDUSTRIALAREA,GWALIOR, M.P,Madhya Pradesh,000000-India",,Madhya Pradesh,,0,,,,,,,,,,,,
1676,K V ENTERPRISES PRIVATE LTD,,,,"306, KRISHAN NAGAR   MANDI ROAD,JALANDHAR,Punjab,144001-India",,Punjab,,144001,,,,,,,,,,,,
1677,AZISTA COMPOSITES PRIVATE LIMITED,,,,"SY NO. 80-84, Milange Towers   4th Floor, C WingPatrika Nagar, Madhapur,Hyderabad,Hyderabad,Telangana,500081-India",,Telangana,,500081,,,,,,,,,,,,
1678,SICGIL INDUSTRIAL GASES LIMITED,,,,"NEW NO.84, OLD NO.827, DHUNBUILDING,   ANNA SALAI,,CHENNAI 600 002,Tamil Nadu,600002-India",,Tamil Nadu,,600002,,,,,,,,,,,,
1679,FUSOLVE TECHNOLOGIES PRIVATE LIMITED,,,,"Plot No-49, Door no-49, Padavattamman Nagar   Sidco Industrial Estate , Ambattur,CHENNAI,Chennai,Tamil Nadu,600098-India",,Tamil Nadu,,600098,,,,,,,,,,,,
1680,CARBON LIGHT PRIVATE LIMITED,,,,"A-8/7 SECTOR 22 MEERUT ROAD   IND AREA AND SAMTAL OPPOSITE,GHAZIABAD,Ghaziabad,Uttar Pradesh,201001-India",,Uttar Pradesh,,201001,,,,,,,,,,,,
1681,ALVENTA PHARMA LIMITED,,,,"Room No.79 & 80,  3rd Floor,at 55, Biplabi Rash Behari Basu Road (Mehta Building),Kolkata,Kolkata,West Bengal,700001-India",,West Bengal,,700001,,,,,,,,,,,,
1682,SATYEN POLYMERS PRIVATE LIMITED,,,,"307, A To Z Industrial Estate,   G. K. Marg, Lower Parel (West),,Mumbai,Mumbai City,Maharashtra,400013-India",,Maharashtra,,400013,,,,,,,,,,,,
1683,GD ENVIRONMENTAL PRIVATE LIMITED,,,,"FL NO A-33 PL NO 60 TO 63   MADHAV PARK, KOTHRUD PUNE,PUNE,Pune,Maharashtra,411029-India",,Maharashtra,,411029,,,,,,,,,,,,
1684,CHAMPION JOINTINGS PRIVATE LIMITED,,,,"15 PARSI PANCHAYAT  ROADANDHERI (EAST),MUMBAI,Maharashtra,400069-India",,Maharashtra,,400069,,,,,9702939411,,,,,,,
1685,JIGS CHEMICAL LIMITED,,,,"Flat No.206,S.F.Sachet-2,Nr.Reliance   house,Nr. Maradia Plaza, Navrangpura,Ahmedabad,Ahmedabad,Gujarat,380009-India",,Gujarat,,380009,,,,,9099003408,,,,,,,
1686,SIMOND FIBERTECH LIMITED,,,,"PLOT NO. 2643-2644, METODA GIDC,   LODHIKA IND. ESTATE,KRANTI GATE, MAIN RO,AD NO 13,METODA,Gujarat,360021-India",,Gujarat,,360021,,,,,,,,,,,,
1687,SOUTHFIELD COATINGS PRIVATE LIMITED,,,,"PLOT 102-B, 103, 104, 105 AND 106,   3RD PHASE, KIADB INDUSTRIAL AREA,MALUR TALUK,Kolar,Karnataka,563130-India",,Karnataka,,563130,,,www.southfeildcoatings.com,,8151234001,,,,,,,
1688,PELNEXT DEFENCE SYSTEMS PRIVATE LIMITED,,,,"'PREMIER HOUSE', 11, ISHAQ COLONY, NEAR AOC CENTRE   TRIMULGHERRY,SECUNDERABAD,Telangana,500015-India",,Telangana,,500015,,,,,,,,,,,,
1689,ADJUIND PRIVATE LIMITED,,,,"Plot No: 4, Phase - III,IDA   Pashamylaram,Patancheru Mandal,Sangareddy,Medak,Telangana,502307-India",,Telangana,,502307,,,,,,,,,,,,
1690,ARBITAL SOLUTIONS PRIVATE LIMITED,,,,"PLOT NO 25,1ST STREET,   MAHAVISHNU NAGAR,MADHAVARAM,,CHENNAI,Chennai,Tamil Nadu,600060-India",,Tamil Nadu,,600060,,,,,,,,,,,,
1691,SHREESHYAM OLEO CHEMICALS PRIVATE LIMITED,,,,"15b-Armenian Street   Room No. 305A,KOLKATA,Kolkata,West Bengal,700001-India",,West Bengal,,700001,,,,,,,,,,,,
1692,AG FIBROTECH PVT LTD,,,,"582, DIAMOND HARBOUR ROAD,KOLKATA,Kolkata,West Bengal,700034-India",,West Bengal,,700034,,,,,,,,,,,,
1693,RANCO FORGE PRIVATE LIMITED,,,,"industries 402, Surya Hou,Opp. R.N. Gandhi school,,Mumbai,Mumbai,Maharashtra,400077-India",,Maharashtra,,400077,,,,,,,,,,,,
1694,SAGHAI ENGINEERING PRIVATE LIMITED,,,,"540/1,,thudiyalur to saravanampatti road, vellakinar,Coimbatore North,Coimbatore,Tamil Nadu,641029-India",,Tamil Nadu,,641029,,,,,,,,,,,,
1695,TECHSER POWER SOLUTIONS PRIVATE LIMITED,,,,"No 12/1, MES Ring Road, 5th cross   Sharadamba Nagar, Jalahalli,Bangalore,Bangalore,Karnataka,560013-India",,Karnataka,,560013,,,,,,,,,,,,
1696,INOX AIR PRODUCTS PRIVATE LIMITED,,,,"A - 2 TTC Industrial Area, Off Thane Belapur Road   Pawane,Navi Mumbai,Thane,Maharashtra,400710-India",,Maharashtra,,400710,,,,,,,,,,,,
1697,GOODWILL HYDRAULICS PRIVATE LIMITED,,,,"2/3 2ND CROSS OLD TOLLGATE   MYSORE ROAD,BANGALORE,Karnataka,560026-India",,Karnataka,,560026,,,,,,,,,,,,
1698,THE RUBBER PRODUCTS LIMITED,,,,"PLOT-C 44, ROAD NO.28,   WAGLE INDUSTRIAL ESTATE,,THANE,Thane,Maharashtra,400604-India",,Maharashtra,,400604,,,,,,,,,,,,
1699,TRIMURTI RUBBERS PRIVATE LIMITED,,,,"24/D  RANI SATI NAGARS V ROAD   MALAD (WEST),MUMBAI,Maharashtra,400064-India",,Maharashtra,,400064,,,,,,,,,,,,
1700,LION RUBBER INDUSTRIES PRIVATE LIMITED,,,,"Shop No 22, 2nd Floor, Raghuleela Mega Mall,,Behind Poisur Best Bus Depot, Poisur Gym road,Kandivali West,Mumbai,Maharashtra,400067-India",,Maharashtra,,400067,,,,,,,,,,,,
1701,ROCKFORD RUBBERTEXT (INDIA) PRIVATE LIMITED,,,,"005, Plot No.19-20, DHAWALGIRI, SHER-E-PUNJAB   SOCIETY, ANDHERI (EAST),,MUMBAI,Maharashtra,400093-India",,Maharashtra,,400093,,,,,9819872413,,,,,,,
1702,UNITED RUBBER INDUSTRIES (INDIA) PRIVATE LIMITED,,,,"Jay Vailankani Industrial Estate, Mira Bhayander   Road, Behind Bharat Gas Godown, Bhayande,r East,,Thane,Thane,Maharashtra,401105-India",,Maharashtra,,401105,,,,,,,,,,,,
1703,OSAKA RUBBER PRIVATE LIMITED,,,,"103/6 MITTAL INDUSTRIAL ESTANDHERI KURLA ROAD   ANDHERI (E),MUMBAI,Maharashtra,400059-India",,Maharashtra,,400059,,,,,,,,,,,,
1704,SUPREME TYRES PVT LTD,,,,"Servell Complex   Jingkieng, Nongrim Hills,Shillong,East Khasi Hills,Meghalaya,793014-India",,Meghalaya,,793014,,,,,,,,,,,,
1705,POLYGOLD PRE-CURED SYSTEMS PRIVATE LIMITED,,,,"205 ADITYNEAR URVASI APARTMENT   NAVRANGPURA MITHAKHALI SIXROAD,AHMEDABAD,Gujarat,380006-India",,Gujarat,,380006,,,,,,,,,,,,
1706,BONY POLYMERS PRIVATE LIMITED,,,,"PLOT NO 77SECTOR-6   FARIDABAD,HARYANA,Haryana,000000-India",,Haryana,,0,,,,,,,,,,,,
1707,TODI RUBBER INDUSTRIES PVT LTD,,,,"TODI ESTATE, SUN MILL COMPOUND   LOWER PAREL (W),MUMBAI,Maharashtra,400013-India",,Maharashtra,,400013,,,,,,,,,,,,
1708,BRAHANS POLYMERS PRIVATE LIMITED,,,,"PLOT NOA /797/1KHAIRENE TTC MIDC   NAVI MUMBAI,MUMBAI,Maharashtra,400706-India",,Maharashtra,,400706,,,,,,,,,,,,
1709,S S RUBBERS PRIVATE LIMITED,,,,"246/B, Phase III, Industrial Park   Pashamylaram,Hyderabad,Hyderabad,Telangana,502307-India",,Telangana,,502307,,,,,,,,,,,,
1710,ROSE ENTERPRISES PRIVATE LIMITED,,,,"PLOT E-26, BLOCK NO. B-1, G/F   MOHAN CO-OP. INDL. ESTATE,NEW DELHI,South Delhi,Delhi,110044-India",,Delhi,,110044,,,,,,,,,,,,
1711,MG INDUSTRIES LIMITED,,,,"Office No.401, 4th Floor, Southern Park,,Saket District Center,New Delhi,South Delhi,Delhi,110017-India",,Delhi,,110017,,,,,,,,,,,,
1712,GUJARAT DYESTUFF INDUSTRIES PVT LTD,,,,"16 Aaryans Corporate Park   Nr. Shilaj Railway Crossing, Thaltej,Ahmedabad,Gujarat,380059-India",,Gujarat,,380059,,,,,,,,,,,,
1713,GOLDMINE MULTITRADE PRIVATE LIMITED,,,,"C/O GOLDMINE  HOUSE4 NIRANJAN NIRAKAR SOCIETY   NR  SHREYAS RLY CROSSING,AHMEDABAD,Gujarat,380007-India",,Gujarat,,380007,,,,,,,,,,,,
1714,RENTECH MACHINE PRIVATE LIMITED,,,,"Shed No. 67, Gopal Charan Industrial Estate,   Bakrol (Bujrang),Daskroi,Ahmedabad,Gujarat,382430-India",,Gujarat,,382430,,,,,,,,,,,,
1715,MYSORE POLYMERS AND RUBBER PRODUCTS PRIVATE LIMITED,,,,"20P,K.R.S. ROAD,METAGALLI POSTMYSORE,MYSORE,Karnataka,570016-India",,Karnataka,,570016,,,,,,,,,,,,
1716,SAFETY PACKAGERS PRIVATE LIMITED,,,,"70,  PITRU- VANDAN, LENDRA PARK,   RAMDASPETH,NAGPUR- 440 010.,Maharashtra,440010-India",,Maharashtra,,440010,,,,,,,,,,,,
1717,THE NATIONAL INDIA RUBBER WORKS LIMITED,,,,"OLD ABKARI AREA   RAJIV GANDHI WARD,KATNI,Madhya Pradesh,483501-India",,Madhya Pradesh,,483501,,,,,,,,,,,,
1718,SHRINATHJI KAYAKALP REMEDIES PRIVATE LIMITED,,,,"Plot No. 16, New Industrial Area,Mandideep, Tehsil Goharganj, District- Riasen,Huzur,Bhopal,Madhya Pradesh,462046-India",,Madhya Pradesh,,462046,,,,,,,,,,,,
1719,HIGHWAY TYRES PRIVATE LIMITED,,,,"171 INDUSTRIAL FOCAL POINTMEHTA ROAD   AMRITSAR,PUNJAB,Punjab,000000-India",,Punjab,,0,,,,,,,,,,,,
1720,BRIDGESTONE INDIA PRIVATE LIMITED,,,,"Plot No. A-43, Phase II, MIDC Chakan   Village Sawardari, Talulka Khed,Pune,Pune,Maharashtra,410501-India",,Maharashtra,,410501,,,,,,,,,,,,
1721,K.B. POWER CARE PRIVATE LIMITED,,,,"5-9-385, R.G.NAGARKUKATPALLY   HYDERABAD,ANDHRA PRADESH,Telangana,500037-India",,Telangana,,500037,,,,,,,,,,,,
1722,B K RUBBER INDUSTRIES PRIVATE LIMITED,,,,"1/6, Chhoti Gwaltoli   Ground Floor,Indore,Indore,Madhya Pradesh,452001-India",,Madhya Pradesh,,452001,,,,,,,,,,,,
1723,ADARSH TYRES & TREAD PVT LTD,,,,"14-A, BARAGHAT INDUSTRIAL AREA   JHANSI ROAD,GWALIOR,Gwalior,Madhya Pradesh,474001-India",,Madhya Pradesh,,474001,,,,,,,,,,,,
1724,MIDAS PRE CURED TREADS PVT LTD,,,,"MIDAS MARKETING BUILDING   VARISSERRY, MARIATHURUTHU P.O.,KOTTAYAM,Kerala,686027-India",,Kerala,,686027,,,,,,,,,,,,
1725,BALAJI NIRYAAT PRIVATE LIMITED,,,,"21,SYNAGOGUE STREET   3RD FLOOR,KOLKATA,West Bengal,700001-India",,West Bengal,,700001,,,,,9830016711,,,,,,,
1726,DH LIMITED,,,,"L-41, Connaught Circus   New Delhi,Delhi,Central Delhi,Delhi,110001-India",,Delhi,,110001,,,,,,,,,,,,
1727,NEXGEN FLUOROPOLYMERS PRIVATE LIMITED,,,,"906, Pearls Omaxe Tower-I, Neta Ji Subhash Place   Pitampura,Delhi,New Delhi,Delhi,110034-India",,Delhi,,110034,,,,,,,,,,,,
1728,HTR RUBBER (INDIA) PRIVATE LIMITED,,,,"B-XI/8242   Vasant Kunj,New Delhi,Delhi,110070-India",,Delhi,,110070,,,,,,,,,,,,
1729,ASHUTOSH RUBBER PRIVATE LIMITED,,,,"2515-2516, LODHIKA GIDC INDUSTRIAL ESTATE,INSIDE   FIRST GATE, H-1 ROAD,  KALAWAD ROAD,METODA,Rajkot,Gujarat,360021-India",,Gujarat,,360021,,,,,,,,,,,,
1730,PARTH RUBBER TECH PRIVATE LIMITED,,,,"Block No 1852,34 Milan Estate,Nr.Rajnagar Patia   Taluka - Kalol,Santej,Gandhinagar,Gujarat,382721-India",,Gujarat,,382721,,,,,,,,,,,,
1731,TECHNOPLAST ENTERPRISES PRIVATE LIMITED,,,,"HOUSE NO. 320   SECTOR-7A,FARIDABAD,Haryana,121006-India",,Haryana,,121006,,,,,,,,,,,,
1732,WELFLEX POLYMER PRIVATE LIMITED,,,,"NO.26 E, 11 PHASE PEENYA,INDL. AREA,   BANGALORE,BANGALORE,Karnataka,560058-India",,Karnataka,,560058,,,,,,,,,,,,
1733,MTC INDIA RUBBER METAL COMPONENTS PRIVATE LIMITED,,,,"No 184, Bommasandra Industrial Area, Survey No 46   Bommasandra Village, Attibele Hobli, Ane,kal Taluk,Bangalore,Karnataka,560099-India",,Karnataka,,560099,,,,,,,,,,,,
1734,HALLITE SEALING SOLUTIONS INDIA PRIVATE LIMITED,,,,"Special Plot No. 10, 3rd Main   1st Stage, Peenya Industrial Estate,Bangalore,Karnataka,560058-India",,Karnataka,,560058,,,,,,,,,,,,
1735,S.V. RUBBER INDUSTRIES PRIVATE LIMITED,,,,"335, 9th Cross, 4th Phase   Peenya Industrial Area,BANGALORE,Bangalore,Karnataka,560058-India",,Karnataka,,560058,,,,,,,,,,,,
1736,MERINO ELASTOMERS INDIA PRIVATE LIMITED,,,,"Plot No.50C, Rubber Park   Valayanchirangara PO,Irapuram,Ernakulam,Kerala,683556-India",,Kerala,,683556,,,,,,,,,,,,
1737,BASANT RUBBER FACTORY PRIVATE LIMITED,,,,"103-B  LAL BAHADURSHASTRI MARG   VIKROLI (W),MUMBAI,Maharashtra,400083-India",,Maharashtra,,400083,,,,,,,,,,,,
1738,WESTERN RUBBER WORKS PVT LTD,,,,"Plot No. R-73, R-73 Pt.1, R-74,,Thane Belapur Road, Rabale MIDC, TTC Industrial Area,  Thane,Rabale,Thane,Maharashtra,400701-India",,Maharashtra,,400701,,,,,,,,,,,,
1739,ZENITH INDUSTRIAL RUBBER PRODUCTS PRIVATE LIMITED,,,,"Office Premises No. 141 to 144, 14th Floor,   Free Press House, Free Press Journal Mar,g, 215,Nariman Point Mumbai,Mumbai City,Maharashtra,400021-India",,Maharashtra,,400021,,,,,,,,,,,,
1740,VAID ELASTOMER PROCESSORS PRIVATE LIMITED,,,,"A-509, LODHA SUPREMUS,,OFF MAHAKALI CAVES ROAD, NR. HOTEL TUNGA INTERNATIONAL,Mumbai,Mumbai,Maharashtra,400069-India",,Maharashtra,,400069,,,,,,,,,,,,
1741,SUYOG RUBBER (INDIA) PRIVATE LIMITED,,,,"P No E-43 M I D C Satpur,NASHIK,Nashik,Maharashtra,422007-India",,Maharashtra,,422007,,,,,,,,,,,,
1742,CASTLE RUBBER PRIVATE LIMITED,,,,"B2/601,Harsiddh Park Co.Op.HSG.Society LTD   Pawar Nagar,Thane,thane,Thane,Maharashtra,400606-India",,Maharashtra,,400606,,,,,,,,,,,,
1743,VAKO SEALS PRIVATE LIMITED,,,,"3/4, K..R. D .N TRUST ESTATEOFF AAREY ROAD,   GORE GAON (E),MUMBAI,Maharashtra,400063-India",,Maharashtra,,400063,,,,,,,,,,,,
1744,LAXMI RUBBER PRODUCTS PRIVATE LIMITED,,,,"M - 127,   M I D C,,JALGAON,Maharashtra,425003-India",,Maharashtra,,425003,,,https://laxmirubberdrip.com,,,,,,,,,
1745,SADGURU RUBBER PRIVATE LIMITED,,,,"B/301, RAJHANS CO-OP HOUSING SOCIETY LTD   LOUIS WADI, GREEN ROAD, UMED NAGAR,,THANE,Maharashtra,400604-India",,Maharashtra,,400604,,,,,,,,,,,,
1746,VANDANA ENTERPRISES PRIVATE LIMITED,,,,"ZAL COMPOUND, RESIDENCY ROAD   SADAR,NAGPUR,Nagpur,Maharashtra,440001-India",,Maharashtra,,440001,,,,,,,,,,,,
1747,VIN DIP INDIA PRIVATE LIMITED,,,,"D-47/PART, I D A, PHASE-1, JEEDIMETLA   HYDERABAD,HYDERABAD,Hyderabad,Telangana,500055-India",,Telangana,,500055,,,,,,,,,,,,
1748,NISCO AEGIS POLYMERS PRIVATE LIMITED,,,,"NO.2/555A, BABU JAGAJEEVANRAM STREET,   KUNDRATHUR ROAD, GERUGAMBAKKAM,CHENNAI,Tamil Nadu,600122-India",,Tamil Nadu,,600122,,,,,,,,,,,,
1749,PRAKASH TECHNO PLAST INDIA PRIVATE LIMITED,,,,"B-3, SIDCO INDUSTRIAL ESTATE   PHASE - I,HOSUR,Tamil Nadu,635126-India",,Tamil Nadu,,635126,,,,,,,,,,,,
1750,KEY WEST INDUSTRIES PRIVATE LIMITED,,,,"No.2/388-B   AVINASHI ROAD, CHINNIYAMPALAYAM,COIMBATORE,Tamil Nadu,641062-India",,Tamil Nadu,,641062,,,,,,,,,,,,
1751,SUS POLYMERS PRIVATE LIMITED,,,,"FIRST FLOOR, ROOM-14   24 NETAJI SUBHAS ROAD,KOLKATA,West Bengal,700001-India",,West Bengal,,700001,,,,,,,,,,,,
1752,TTGA PRIVATE LIMITED,,,,"44/75   Punjabi Bagh,Delhi,West Delhi,Delhi,110026-India",,Delhi,,110026,,,www.ttga.in,,9560303816,,,,,,,
